Classification,classID
"HAMMER, DEAD BLOW",488
"HAMMER, DEMOLITION",488
"HAMMER, ENGINEERING",488
"HAMMER, ROTARY",488
"HAMMER, SLIDE",488
"HAMMER, SOFT FACE",488
"HANDLE, CLEANING",488
"HANDLE, CLEANING, FOOD GRADE",488
"HANDLE, CONTROL",488
"HANDLE, DOOR",488
"HANDLE, ELECTRICAL",488
"HANDLE, FAUCET",488
"HANDLE, FILE",488
"HANDLE, FLUSH VALVE",488
"HANDLE, MOP",488
"HANDLE, MOP, FOOD GRADE",488
"HANDLE, SQUEEGEE",488
"HANDLE, SWITCH",488
"HANDLE, WAND",488
HANDSET,488
HANGER,488
"HANGER, CLOTHING",488
"HANGER, CONDUIT",488
"HANGER, GARDEN HOSE",488
"HANGER, PIPE, SANITARY",488
"HANGER, ROD",488
"HANGER, SANITARY CLAMP",488
"HANGER, TOOL",488
"HANGER, WALL",488
"HARDWARE, DOOR, HANGING",488
"HARDWARE, REINFORCEMENT",488
"HARDWARE, SCREEN DOOR",488
"HARDWARE, STRIP DOOR",488
"HARDWARE, WINDOW",488
"HARDWARE, WINDOW LOCKS",488
"HARDWARE, WOOD GATE",488
"HARNESS, WIRING",488
HASPS,488
"HASPS, LOCKOUT",488
HAT,488
HATCH,488
HATCHET,488
HEAD,488
"HEAD, BURNER",488
"HEAD, FOOD GRADE",488
"HEAD, HAMMER, INTERCHANGEABLE",488
"HEAD, LIMIT SWITCH",488
"HEAD, PIPE THREADING DIE",488
"HEAD, PUMP",488
"HEAD, PUMP ROLLER",488
"HEAD, PUSH BUTTON",488
"HEAD, SEALER",488
"HEAD, SHOWER",488
"HEAD, SHOWER, DRENCH",488
"HEAD, SPRINKLER",488
"HEAD, TORQUE WRENCH",488
"HEADED, PINS",488
"HEADGEAR, COLD WEATHER",488
"HEADGEAR, FACESHIELD",488
"HEADLESS, PINS",488
"HEADSET, TWO-WAY RADIO",488
"HEADWEAR, COOLING",488
HEAT GUN,488
"HEAT PUMP, WINDOW/WALL",488
HEAT SINK,488
"HEATER, BEARING",488
"HEATER, CRANKCASE",488
"HEATER, DRUM",488
"HEATER, ELECTRIC BASEBOARD",488
"HEATER, ELECTRIC CEILING",488
"HEATER, ELECTRIC INFRARED",488
"HEATER, HYDRONIC",488
"HEATER, HYDRONIC BASEBOARD",488
"HEATER, IMMERSION",488
"HEATER, PORTABLE, ELECTRIC",488
"HEATER, STRIP",488
"HEATER, TANK",488
"HEATER, WALL MOUNT",488
"HEATER, WALL, ELECTRIC",488
"HEATER, WATER, ELECTRIC",488
"HEATER, WATER, ELECTRIC, SANITARY",488
"HEATER, WATER, TANKLESS",488
"HELMET, WELDING",488
"HELMETS, FIRE/RESCUE",488
HERBICIDE,488
HIGHLIGHTER,488
"HINGE, DOOR",488
"HINGE, LIFT OFF",488
"HINGE, LOAD RATED PIANO",488
"HINGE, PIANO",488
"HINGE, SPRING",488
"HOIST, CABLE",488
"HOIST, CHAIN, LEVER",488
"HOIST, ELECTRIC",488
"HOIST, MANUAL",488
"HOIST, WEB STRAP",488
"HOLDER, BASEBOARD CLEANING",488
"HOLDER, BIT",488
"HOLDER, BRUSH",488
"HOLDER, CARD",488
"HOLDER, CLEANING SUPPLIES",488
"HOLDER, DOCUMENT",488
"HOLDER, DOOR",488
"HOLDER, FUSE",488
"HOLDER, LABEL",488
"HOLDER, PLACARD",488
"HOLDER, PROBE",488
"HOLDER, RUPTURE DISC",488
"HOLDER, SANDING BLOCK",488
"HOLDER, SANDING PAD",488
"HOLDER, SIGN",488
"HOLDER, SLEEVE",488
"HOLDER, TC",488
"HOLDER, TICKET",488
"HOLE CUTTER, CARBIDE",488
HOLSTER,488
"HOLSTER, FLASHLIGHT",488
"HONE, CYLINDER, FLEXIBLE",488
"HONE/LAP, POLISHING",488
"HOOD, CAPTURE, AIR FLOW",488
"HOOD, DUSTLESS FUME",488
"HOOD, MACHINE",488
"HOOD, SAFETY",488
"HOOD, SUPPLIED AIR",488
"HOOK, CHAIN/CABLE",488
"HOOK, PEG BOARD",488
"HOOK, RESCUE",488
"HOOK, S",488
"HOOP, CARGO",488
HOPPER,488
"HOPPER, SELF DUMPING",488
"HOPPER, SELF DUMPING, FOOD GRADE",488
HORN,488
"HORN, PERSONAL SAFETY",488
"HOSE, AIR",488
"HOSE, AUTOMOTIVE",488
"HOSE, CYROGENIC",488
"HOSE, DISCHARGE",488
"HOSE, DRENCH",488
"HOSE, DUCTING",488
"HOSE, DUCTING, FOOD GRADE",488
"HOSE, FIRE",488
"HOSE, FLEXIBLE METAL, FOOD GRADE",488
"HOSE, FOOD",488
"HOSE, GARDEN",488
"HOSE, GASOLINE",488
"HOSE, PLUMBING",488
"HOSE, POLYURETHANE",488
"HOSE, PRESSURE WASHER",488
"HOSE, PTFE W/WIRE BRAID",488
"HOSE, SPECIALIZED",488
"HOSE, STEAM",488
"HOSE, WASHDOWN",488
"HOSE, WELDING",488
HOUSING,488
"HOUSING, CONNECTOR",488
"HOUSING, FILTER",488
"HOUSING, FILTER, FOOD GRADE",488
"HOUSING, PH ELECTRODE",488
"HOUSING, PUMP",488
"HOUSING, TEST INSTRUMENT",488
HUB,488
"HUB, FAN",488
"HUMIDIFIER, HVAC",488
"HUMIDIFIER, REPLACEABLE",488
"HYDRANT, WALL",488
HYDROMETER,488
HYGROMETER,488
"ICE PACK, FIRST AID",488
"IDENTIFIER, REFRIGERANT",488
IDLER,488
IGNITOR,488
"IGNITOR, BALLAST",488
"IMAGER, THERMAL",488
"IMPELLER, FOOD GRADE",488
INCUBATOR,488
INDEXER,488
"INDICATOR, AUTOMOTIVE",488
"INDICATOR, BURST",488
"INDICATOR, DIAL",488
"INDICATOR, DIGITAL POSITION",488
"INDICATOR, ELECTRONIC DIGITAL",488
"INDICATOR, FLOW",488
"INDICATOR, FLOW, SIGHT",488
"INDICATOR, LEVEL",488
"INDICATOR, MOISTURE",488
"INDICATOR, POSITION",488
"INDICATOR, PRESSURE",488
"INDICATOR, PROCESS",488
"INDICATOR, SPEED",488
"INDICATOR, TEMPERATURE",488
"INDICATOR, TENSION",488
"INDICATOR, TEST",488
"INDICATOR, VISUAL, PNEUMATIC",488
"INDICATOR, WATER QUALITY",488
INFLATOR,488
"INFLATOR, TIRE",488
"INHIBITOR, CORROSION",488
"INHIBITOR, CORROSION, FOOD GRADE",488
INJECTOR,488
"INJECTOR, FUEL",488
"INJECTOR, OIL",488
"INK, PRINTER",488
"INK, STENCIL",488
INSECTICIDE,488
INSERT,488
"INSERT, ELECTRICAL",488
"INSERT, FLEXIBLE COUPLING",488
"INSERT, FOOD GRADE",488
"INSERT, MACHINE",488
"INSERT, PIPE",488
"INSERT, PROGRESSIVE DIE",488
"INSERT, SELF LOCKING",488
"INSERT, VALVE",488
INSOLE,488
"INSTALLATION TOOL, CARPET",488
"INSTRUMENT, AUTOMOTIVE TESTING",488
INSULATOR,488
"INSULATOR, ELECTRICAL",488
"INSULATOR, HEATER",488
INTEGRATED CIRCUIT,488
"INTERCOM, WIRED",488
INTERCOOLER,488
"INTERFACE, TRANSMITTER",488
"INVERTER, AUTOMOTIVE",488
"INVERTER, POWER",488
"IRON, SOLDERING",488
"ISOLATOR, FREQUENCY",488
"ISOLATOR, POWER",488
"ISOLATOR, SIGNAL",488
"ISOLATOR, STANDOFF",488
"ISOLATOR, VIBRATION",488
"JACK, BOTTLE",488
"JACK, HYDRAULIC CRANE",488
"JACK, MODULAR",488
"JACK, PALLET",488
"JACK, SERVICE",488
JACKET,488
"JACKET, WELDING",488
JAW,488
JOINT,488
"JOINT, BALL",488
"JOINT, EXPANSION, FOOD GRADE",488
"JOINT, SWIVEL",488
"JOINT, UNIVERSAL",488
"JOINT, UNIVERSAL, FOOD GRADE",488
JUMPER,488
KETTLE,488
"KEY SET, HEX",488
"KEY SET, TORX",488
"KEY, CHUCK",488
"KEY, CONTROL",488
"KEY, MACHINE",488
"KEY, SWITCH",488
"KEY, WOODRUFF",488
KEYBOARD,488
KEYPAD,488
"KIT, ACTUATOR REPAIR",488
"KIT, ADAPTOR",488
"KIT, AIR COMPRESSOR PARTS",488
"KIT, AIR COMPRESSOR SEPERATOR",488
"KIT, ANALYZER",488
"KIT, ANCHOR",488
"KIT, ARC FLASH CLOTHING",488
"KIT, ATTACHMENT, VACUUM",488
"KIT, AUXILIARY CONTACT",488
"KIT, BACKFLOW REPAIR",488
"KIT, BALLAST",488
"KIT, BEARING",488
"KIT, BELT PRE-STRETCH",488
"KIT, BRAKE",488
"KIT, CABLE",488
"KIT, CABLE TIE",488
"KIT, CALIBRATION",488
"KIT, CAPACITOR",488
"KIT, CARTONER PARTS",488
"KIT, CASE PACKER PARTS",488
"KIT, CHARGER REPAIR",488
"KIT, CLAMPING",488
"KIT, CLEANING",488
"KIT, CLOSET",488
"KIT, COMBINATION, CORDLESS",488
"KIT, COMPRESSOR REPAIR",488
"KIT, CONNECTOR",488
"KIT, COUPLING REPAIR",488
"KIT, CPR MASK",488
"KIT, CRIMPING TOOL",488
"KIT, CURTAIN PARTS",488
"KIT, CUTTER",488
"KIT, CYLINDER PARTS",488
"KIT, CYLINDER REPAIR",488
"KIT, DATA COMMUNICATIONS",488
"KIT, DIAPHRAGM REPAIR",488
"KIT, DISASTER SURVIVAL",488
"KIT, DRAIN CLEANING",488
"KIT, DRINKING FOUNTAIN",488
"KIT, DUST MOP",488
"KIT, DYE INJECTOR",488
"KIT, ELECTRICAL INSTALLATION",488
"KIT, ELECTRICAL REPAIR",488
"KIT, ELECTRICAL SERVICE",488
"KIT, ELECTRONIC MODULE",488
"KIT, FALL PROTECTION",488
"KIT, FAN PARTS",488
"KIT, FASTENER",488
"KIT, FILTER",488
"KIT, FILTER MAINTENANCE",488
"KIT, FIRST AID",488
"KIT, FIRST AID (EMPTY)",488
"KIT, FITTING",488
"KIT, FLAME ROD",488
"KIT, FLOWMETER REBUILD",488
"KIT, FLUSHOMETER REPAIR",488
"KIT, FUSE",488
"KIT, GAS DETECTION",488
"KIT, GASKET",488
"KIT, GAUGE GLASS",488
"KIT, GEAR",488
"KIT, GENERAL HAND TOOL",488
"KIT, GLUE MELTER PARTS",488
"KIT, GREASE FITTING",488
"KIT, GUARD",488
"KIT, HANDLE",488
"KIT, HOLE SAW",488
"KIT, HOOK UP",488
"KIT, HVAC REPAIR",488
"KIT, IDLER",488
"KIT, INSTRUMENT",488
"KIT, INTERFACE",488
"KIT, ISOLATION",488
"KIT, LABEL",488
"KIT, LAMP RECYCLING",488
"KIT, LENS",488
"KIT, LEVELING",488
"KIT, LIGHTING, TRACK/RECESSED",488
"KIT, LOUVER",488
"KIT, MECHANICAL FACE SEAL",488
"KIT, MECHANICAL SEAL",488
"KIT, MECHANICAL SEAL, FOOD GRADE",488
"KIT, MECHANICAL SEAT SEAL",488
"KIT, MEMBRANE, LABORATORY",488
"KIT, MOTION SENSOR",488
"KIT, MOTOR REPAIR",488
"KIT, MOUNTING BRACKET",488
"KIT, MOUNTING HARDWARE",488
"KIT, NOZZLE",488
"KIT, O-RING",488
"KIT, O-RING SPLICING",488
"KIT, O-RING, FOOD GRADE",488
"KIT, OIL PUMP PARTS",488
"KIT, OIL TEST",488
"KIT, OUTDOOR EQUIPMENT",488
"KIT, PAINT ROLLER",488
"KIT, PERFORMANCE MAINTENANCE",488
"KIT, PISTON",488
"KIT, PLUMBING MEMBRANE",488
"KIT, PLUMBING PARTS",488
"KIT, PLUMBING REBUILD",488
"KIT, PLUMBING REPAIR",488
"KIT, PLUMBING REPLACEMENT",488
"KIT, PLUMBING SEAL",488
"KIT, PLUMBING SPARE PARTS",488
"KIT, PLUMBING VALVE",488
"KIT, PNEUMATIC CYLINDER REPAIR",488
"KIT, PORTABLE LOCKOUT",488
"KIT, PREVENTATIVE MANITENANCE, VALVE",488
"KIT, PRINTER MAINTENANCE",488
"KIT, PRINTER SPARES",488
"KIT, PULLEY",488
"KIT, PUMP ACCESSORY",488
"KIT, PUMP HOSE",488
"KIT, PUMP PARTS",488
"KIT, PUMP REBUILD",488
"KIT, PUMP REPLACEMENT PARTS",488
"KIT, REBUILD",488
"KIT, REFRIGERATOR LEAK",488
"KIT, REGULATOR REPAIR",488
"KIT, REPLACEMENT, BRAKE/CLUTCH",488
"KIT, RETROFIT",488
"KIT, ROTARY TOOL",488
"KIT, SANDING DISC",488
"KIT, SEAL",488
"KIT, SEAL, HYDRAULIC CYLINDER",488
"KIT, SEAL, PNEUMATIC CYLINDER",488
"KIT, SEAL, REDUCER",488
"KIT, SHAFT",488
"KIT, SHOWER REPAIR",488
"KIT, SIGHT GLASS",488
"KIT, SLEEVE",488
"KIT, SMOKE GENERATION",488
"KIT, SOLDERING",488
"KIT, SOLENOID",488
"KIT, SPACER",488
"KIT, SPECIALITY TOOLS",488
"KIT, SPILL CONTROL",488
"KIT, SPLICING, ELECTRICAL",488
"KIT, SQUEEGEE",488
"KIT, STACK VALVE BOLT",488
"KIT, STARTER CONTROL",488
"KIT, STEAM TRAP",488
"KIT, STEERING COLUMN",488
"KIT, STEERING COVER",488
"KIT, STEM & BUSHING",488
"KIT, STRAINER",488
"KIT, STRAPPING TOOL",488
"KIT, SWITCH",488
"KIT, TERMINATION",488
"KIT, TEST",488
"KIT, TEST EQUIPMENT",488
"KIT, TEST EQUIPMENT REPAIR",488
"KIT, THERMISTOR",488
"KIT, THERMOSTAT",488
"KIT, THREAD GAUGE",488
"KIT, THREAD INSERT",488
"KIT, TIE ROD",488
"KIT, TORCH",488
"KIT, TRACK LIGHTING",488
"KIT, TRANSMITTER",488
"KIT, TRAUMA EMT",488
"KIT, TUBING",488
"KIT, URINAL REPAIR",488
"KIT, VACUUM BREAKER",488
"KIT, VACUUM BREAKER REPAIR",488
"KIT, VACUUM CLEANER PARTS",488
"KIT, VALVE REBUILD",488
"KIT, VALVE REPAIR, SANITARY",488
"KIT, VALVE SPARE PARTS",488
"KIT, WATER QUALITY TEST",488
"KIT, WEIGHING SCALE",488
"KIT, WET MOP",488
"KIT, WIRE TERMINAL",488
"KNIFE, FOLDING",488
"KNIFE, MACHINE",488
"KNIFE, UTILITY",488
"KNIFE, UTILITY, FOLDING",488
"KNIFE, UTILITY, SNAP-OFF",488
"KNIVES, AIR",488
KNOB,488
"KNOB, CABINET",488
"KNOB, FOOD GRADE",488
"KNOB, SWITCH",488
"LABEL, A/C REFRIGERATION",488
"LABEL, CALIBRATION",488
"LABEL, CUSTOM",488
"LABEL, FILE FOLDER/PRINTER",488
"LABEL, IDENTIFICATION",488
"LABEL, RIGHT TO KNOW",488
"LABEL, SHIPPING",488
"LABEL, SHIPPING, FOOD GRADE",488
"LABEL, WASTE",488
"LABELS, DOT",488
"LACE, BOOT/SHOE",488
"LADDER, ATTIC",488
"LADDER, CROSS OVER",488
"LADDER, DOCK",488
"LADDER, EXTENSION",488
"LADDER, MULTIPURPOSE",488
"LADDER, STRAIGHT",488
LAMP HEAD,488
"LAMP, AUTOMOTIVE",488
"LAMP, FLUORESCENT U-SHAPED",488
"LAMP, FLUORESCENT, CIRCULAR",488
"LAMP, HAND",488
"LAMP, HANDS FREE",488
"LAMP, INDICATING",488
"LAMP, INFRARED",488
"LAMP, PARTS",488
"LAMP, PROJECTOR",488
"LAMP, UV",488
LAMPHOLDER,488
LANTERN,488
LANYARD,488
"LANYARD, TOOL",488
LASER,488
LATCH,488
"LATCHES, CABINET",488
"LATERAL, PIPE",488
"LEADS, TEST",488
"LENS, AUTOMOTIVE",488
"LENS, CAMERA",488
"LENS, DIFFUSER",488
"LENS, EYE GLASSES",488
"LENS, INDICATING, AUTOMOTIVE",488
"LENS, MOTION SENSOR",488
"LENS, WELDING",488
"LENSES, PILOT LIGHT",488
"LEVEL, BOX",488
"LEVEL, LASER",488
"LEVEL, SPECIALTY",488
"LEVELER, DOCK",488
"LEVELING, TUBE END",488
LEVER,488
"LEVER, SWITCH",488
"LID, CART/TRUCK",488
"LID, DISPOSABLE",488
"LID, STORAGE CONTAINER",488
LIDS,488
"LIDS, FOOD GRADE",488
"LIFELINE, SELF RETRACTING",488
"LIFELINE, VERTICAL",488
"LIFT, DRYWALL",488
"LIFT, INVERTIBLE FORK, MANUAL",488
"LIFT, PLATFORM",488
"LIFTER AND DISPENSER, DRUM",488
"LIFTER, PLATE/BEAM",488
"LIFTING BEAM, BATTERY",488
"LIGHT, BACK",488
"LIGHT, BARRICADE",488
"LIGHT, DOCK",488
"LIGHT, EMERGENCY",488
"LIGHT, INDICATING",488
"LIGHT, LED STRING",488
"LIGHT, MAGNIFIER",488
"LIGHT, PANEL INDICATOR",488
"LIGHT, SAFETY",488
"LIGHT, SPOT",488
"LIGHT, STROBE",488
"LIGHT, TANK",488
"LIGHT, TOOL",488
"LIGHT, VEHICLE WARNING",488
LIGHTER,488
"LIGHTING, LED DISPLAY",488
"LIGHTING, TASK",488
"LIGHTING, TEMPORARY JOB SITE",488
"LIGHTING, UNDERCABINET LED",488
LIGHTSTICK,488
"LIMITER, PNUEMATIC",488
"LIMITER, TORQUE",488
"LINE REEL, CHALK",488
"LINER, BIN",488
"LINER, GLOVE",488
"LINER, PAINT TRAY",488
"LINER, PAN",488
"LINER, SHELF",488
"LINER, WEAR",488
LINK,488
"LINK, CLEVIS",488
"LINK, FUSE",488
"LINK, FUSIBLE",488
"LINKAGE, VALVE",488
"LITE, DOOR LOUVER",488
LOCATOR,488
"LOCATOR, ANGLE/PITCH",488
"LOCATOR, UNDERGROUND UTILITY",488
LOCK,488
"LOCK, CABLE & U",488
"LOCK, CAM",488
"LOCK, CYLINDER",488
"LOCK, DOOR",488
"LOCK, ELECTROMAGNETIC",488
"LOCK, KEYLESS",488
"LOCK, TRAILER",488
"LOCKER, BOX",488
"LOCKER, BULK STORAGE",488
"LOCKING RING, TRANSMISSION",488
"LOCKOUT, CABLE",488
"LOCKOUT, CIRCUIT BREAKER",488
"LOCKSET, CYLINDRICAL",488
"LOCKSET, DOOR KNOB",488
"LOCKSET, MORTISE",488
"LOOP, SAMPLE INJECTOR",488
LOPPER,488
"LOTION, BODY",488
LOUDSPEAKER,488
LUBRICANT,488
"LUBRICANT, PENETRANT",488
"LUBRICANT, PENETRANT, FOOD GRADE",488
"LUBRICANT, REFRIGERATION",488
"LUBRICANT, REFRIGERATION, FOOD GRADE",488
"LUBRICATOR, MICRO-FOG",488
"LUBRICATOR, PNEUMATIC",488
"LUG, MACHINE",488
LUMBER,488
"MACHINE, BINDING",488
"MACHINE, CHOP & CUT-OFF",488
"MACHINE, DRAIN CLEANING",488
"MACHINE, ICE CUBE",488
"MACHINE, LAMINATING",488
"MACHINE, METAL FORMING",488
"MACHINE, PACKAGING",488
"MACHINE, PACKAGING TAPE",488
"MACHINE, PIPE THREADING",488
MAGNET,488
"MAGNET, ALNICO",488
"MAGNET, CERAMIC",488
"MAGNET, FLEXIBLE",488
"MAGNET, RARE EARTH",488
"MAGNET, RARE EARTH, FOOD GRADE",488
"MAGNET, ROUND",488
MAGNIFIER,488
"MAKER, LABEL",488
MALLET,488
"MANAGEMENT, STORMWATER",488
MANDREL,488
"MANDREL, ABRASIVE",488
MANIFOLD,488
"MANIFOLD, PNEUMATIC TANK",488
"MANIFOLD, VALVE",488
MANOMETER,488
MAP,488
MARKER,488
"MARKER, CONDUIT",488
"MARKER, DRY ERASE",488
"MARKER, INDUSTRIAL",488
"MARKER, PAINT",488
"MARKER, PAVEMENT",488
"MARKER, PIPE, FOOD GRADE",488
"MARKER, TIRE",488
"MASK, PROCEDURAL",488
MAT,488
"MAT, BATH/SHOWER",488
"MAT, CHAIR",488
"MAT, CLEANROOM",488
"MAT, SPECIALTY",488
"MAT, WET AREA",488
"MATERIAL, PACKAGING",488
"MATTING, ANTI-SLIP",488
"MATTING, SWITCHBOARD",488
"MEASURE, TAPE",488
"MEASURER, DIGITAL PLAINIMETERS",488
MECHANISM,488
"MECHANISM, SWITCH",488
"MEDIA, CULTURE",488
"MEDIA, FILTER",488
"MEDIA, PNEUMATIC BLASTING",488
"MEDICATION, NON PRESCRIPTION",488
"MEDICATION, PRESCRIPTION",488
MEGAPHONE,488
MEGOHMMETER,488
MEMBRANE,488
"MEMBRANE, LABORATORY",488
MEMORY MODULE,488
"MESH, WIRE",488
METER,488
"METER, DISTANCE",488
"METER, ENERGY",488
"METER, HOUR",488
"METER, INTENSITY",488
"METER, LCR",488
"METER, LIGHT",488
"METER, MOISTURE",488
"METER, MULTI PARAMETER",488
"METER, PANEL, ANALOG",488
"METER, PH",488
"METER, PROCESS PANEL",488
"METER, SOUND LEVEL",488
"METER, TEMPERATURE/HUMIDITY",488
"METER, TURBIDITY",488
MICROMANOMETER,488
"MICROMETER, INSIDE",488
"MICROMETER, SPECIALTY",488
"MICROMETER, VERNIER",488
"MICROPHONE, TWO WAY RADIO",488
"MIRROR, AUTOMOTIVE",488
"MIRROR, INSPECTION",488
"MIRROR, SECURITY, CONVEX",488
"MIRROR, SECURITY, DOME",488
"MIRROR, SECURITY, FLAT",488
"MIX, BEVERAGE",488
"MIX, CEMENT",488
"MIX, CONCRETE",488
MIXER,488
"MIXER, DRUM",488
"MIXER, LAB",488
"MIXER, PAINT",488
"MODULE, BRAKE",488
"MODULE, GLUE GUN",488
"MODULE, INTERFACE",488
"MODULE, LED LIGHT",488
"MODULE, POWER SUPPLY",488
"MODULE, PRESSURE",488
"MODULE, PUSHBUTTON LAMP",488
"MODULE, TIMER",488
MOLDING,488
MONITOR,488
"MONITOR, BLOOD PRESSURE",488
"MONITOR, CLOSED CIRCUIT TV",488
"MONITOR, FLAME",488
"MONITOR, GAS",488
"MONITOR, LCD",488
"MONITOR, LED",488
"MONITOR, RELAY",488
"MONITOR, TEMPERATURE/HUMIDITY",488
"MONITOR, VIBRATION",488
"MOP, DUST",488
"MOP, WET",488
"MOTOR, 3.3 INCH",488
"MOTOR, 4.4 INCH",488
"MOTOR, AC",488
"MOTOR, AC, XP",488
"MOTOR, AIR",488
"MOTOR, AIR COMPRESSOR",488
"MOTOR, AIR CONDITIONER",488
"MOTOR, BELT DRIVE",488
"MOTOR, BLOWER, DIRECT DRIVE",488
"MOTOR, BRAKE",488
"MOTOR, C-FRAME",488
"MOTOR, CARBONATOR PUMP",488
"MOTOR, CONDENSER FAN",488
"MOTOR, DAMPER AND VALVE",488
"MOTOR, DC",488
"MOTOR, DC PERMANENT MAGNET",488
"MOTOR, DC, EXPLOSION PROOF",488
"MOTOR, DRIVE CHART",488
"MOTOR, DRUM PUMP",488
"MOTOR, FAN",488
"MOTOR, GENERAL PURPOSE AC, EXPLOSION PROOF",488
"MOTOR, JET PUMP",488
"MOTOR, PEDESTAL FAN",488
"MOTOR, SERVO",488
"MOTOR, SERVO, FOOD GRADE",488
"MOTOR, STEPPER",488
"MOTOR, TIMING",488
"MOTOR, UNIT BEARING",488
"MOTOR, UNIT HEATER",488
"MOTOR, UNIVERSAL AC/DC",488
"MOTOR, VACUUM",488
"MOTOR, VERTICAL PUMP",488
"MOTOR, WASHDOWN",488
"MOTOR, WATER CIRCULATOR",488
MOUNT,488
"MOUNT, CABLE TIE",488
"MOUNT, ELECTRIC WALL",488
"MOUNT, LEVELING",488
"MOUNT, TV",488
"MOUNTING, SOLAR PANEL",488
"MOUSE, COMPUTER",488
"MUFF, EAR",488
"MUFF, EAR, HARD HAT",488
"MUFF, ELECTRONIC EAR",488
MUFFLER,488
"MUFFLER, PNEUMATIC",488
"MUFFLER, SANITARY",488
"MULTI-TOOL, FOLDING",488
MULTIMETER,488
"MULTIPLIER, TORQUE, HAND TOOL",488
"MUSIC WIRE, CARBON STEEL",488
"MUSIC WIRE, STAINLESS STEEL",488
NAIL,488
"NAILER, AIR",488
"NAILER, CORDLESS",488
NAMEPLATE,488
NAPKIN,488
NEEDLE,488
"NET, BEARD",488
"NET, HAIR",488
"NETTING, POULTRY",488
NIPPERS,488
"NIPPLE, ABS",488
"NIPPLE, BLACK IRON",488
"NIPPLE, BRASS",488
"NIPPLE, CARBON STEEL",488
"NIPPLE, CPVC",488
"NIPPLE, GALVANIZED",488
"NIPPLE, PIPE",488
"NIPPLE, PVC",488
"NIPPLE, REGULATOR INLET",488
"NIPPLE, STAINLESS STEEL",488
NOSE,488
"NOTE AND FLAG, STICKY",488
NOTEBOOK,488
"NOZZLE, AIR GUN",488
"NOZZLE, FIRE HOSE",488
"NOZZLE, SANITARY",488
"NOZZLE, WATER SUPPLY",488
NUT HEXAGON,488
"NUT, ACORN",488
"NUT, CAP",488
"NUT, CHANNEL",488
"NUT, COUPLING",488
"NUT, FORGED EYE",488
"NUT, LOCK",488
"NUT, ROD COUPLING",488
"NUT, SPRING",488
"NUT, SQUARE",488
"NUT, WHEEL",488
"NUT, WING",488
"NUT, WING, SANITARY",488
NUTDRIVER,488
NUTDRIVER SET,488
"O-RING, FOOD GRADE",488
"OIL, COMPRESSOR",488
"OIL, COMPRESSOR, FOOD GRADE",488
"OIL, FOOD GRADE",488
"OIL, MOTOR",488
"OIL, MOTOR, FOOD GRADE",488
OILER/RESERVOIR,488
"OPENER, CAN",488
"OPENER, DRAIN",488
"OPERATOR, PUSHBUTTON",488
ORGANIZER,488
"ORGANIZER, LITERATURE",488
"ORGANIZER, PARTITION",488
"ORGANIZER, TOOL",488
OSCILLATOR,488
"OSCILLISCOPE, PORTABLE DIGITAL",488
OSCILLOSCOPE,488
"OUTLET, DATA/VOICE",488
OVEN,488
"OVERALL, RAIN PANTS",488
"OVERSHOE, RUBBER",488
"PACK, BATTERY, RECHARGEABLE",488
"PACK, FIRST AID ICE",488
"PACK, LED WALL",488
"PACK, REUSEABLE ICE",488
"PACK, SWITCH",488
"PACKING, BULK",488
"PACKING, FOOD GRADE",488
PAD,488
"PAD, ABRASIVE",488
"PAD, ANTISEPTIC",488
"PAD, BACKUP, GRINDING",488
"PAD, EASEL",488
"PAD, FILTER MEDIA",488
"PAD, FLOOR MACHINE",488
"PAD, FRICTION",488
"PAD, HAND SANDING",488
"PAD, INK",488
"PAD, KNEE",488
"PAD, KNEELING",488
"PAD, MOUNTING",488
"PAD, MOUSE",488
"PAD, QUILTED, MOVING",488
"PAD, SCOURING",488
"PAD, STRETCHER",488
"PAD, VIBRATION ISOLATOR",488
"PAD, VIBRATION ISOLATOR, FOOD GRADE",488
PADDLE,488
"PADDLES, FOOD GRADE",488
"PADDLES, FOOD SERVICE",488
"PADLOCK, BREAKAWAY SHAKLE",488
"PADLOCK, COMBINATION",488
"PADLOCK, DISC",488
"PADLOCK, HIDDEN SHACKLE",488
"PADLOCK, KEYED ALIKE",488
"PADLOCK, KEYED DIFFERENT",488
PAIL,488
"PAIL, FOOD GRADE",488
"PAIL/BUCKET, STORAGE",488
"PAIL/BUCKET, STORAGE, FOOD GRADE",488
"PAINT, SPRAY, FOOD GRADE",488
"PAINT, STRIPING",488
"PALLET, MATERIAL HANDLING",488
"PALLET, SPILL SKID",488
PAN,488
"PAN, CONDENSATE",488
"PAN, COOKING",488
"PAN, DRIP",488
"PAN, DUST",488
"PAN, DUST, FOOD GRADE",488
"PAN, MUD MIXER",488
"PAN, STEAM TABLE",488
PANEL,488
PANEL BOARDS,488
"PANEL, ACRYLIC",488
"PANEL, LOUVERED",488
"PANEL, PATCH",488
"PANEL, PLC DISPLAY",488
"PANEL, PRESSURE GAUGE",488
"PANEL, SOLAR",488
"PANTS, ARC FLASH",488
"PAPER, CHART RECORDER",488
"PAPER, COPIER",488
"PAPER, GRAPH",488
"PAPER, PACKING",488
"PAPER, PRINTER/COPIER",488
"PAPER, STRIP CHART",488
"PAPER, THERMAL, ROLL",488
"PAPER, TOILET",488
"PARALLEL, ADJUSTABLE, PRECISION",488
PARKING CURB AND SPEED BUMP,488
"PART, AIR COMPRESSOR",488
